WorkerId,Input.wordnet_id,Input.class_index,Input.feature_index,Input.feature_rank,Answer.main,Answer.confidence,Answer.reasons
125,n02106382,233,271,1,main_object,4.0,The red region in the Highlighted visual attributes focuses on the tongue of a Bouvier des Flandres.
176,n02106382,233,1059,2,main_object,5.0,"The main object is a bouvier des flandres, a dog. The focus of the red region on the highlighted visual attributes is on the dog's head and body, showing its main parts. Because of that, I choose that focus is on some part of the main object."
150,n02106382,233,1059,2,main_object,5.0,Focus is on the main object.
12,n02106382,233,1059,2,main_object,5.0,In all photos the red part of heat map is on the Bouvier des Flandres.   Also the amplified pictures show more dog parts visible compared to original photo.
234,n02106382,233,1059,2,main_object,4.0,The main object is Bouvier des Flandres dog whose some part got focus.
229,n02106382,233,1059,2,main_object,5.0,The focus of the red region in the Highlighted visual attributes is on the body of the dog.
125,n02106382,233,1815,3,main_object,4.0,focus is on Bouvier des Flandres dog
214,n02106382,233,1815,3,main_object,5.0,The red is in the center of the Bouvier des Flandres.
150,n02106382,233,1815,3,main_object,5.0,Focus is on the center of the dog.
176,n02106382,233,1815,3,main_object,5.0,"The main object is an Bouvier des Flandres. The focus of the red region on the highlighted visual attributes is on the dog's body, showing its main parts. Because of that, I choose that focus is on some part of the main object."
6,n02106382,233,1815,3,main_object,4.0,Focus is on the dog's body.
185,n02106382,233,1544,4,main_object,3.0,Red focus is on the dog's.
222,n02106382,233,1544,4,main_object,3.0,Focus is on the face of the dog
124,n02106382,233,1544,4,main_object,5.0,"The focus is on Bouvier des Flandres's mouth,nose and tounge"
233,n02106382,233,1544,4,main_object,2.0,focus on the dog
27,n02106382,233,1544,4,main_object,5.0,Images are fully focused on main object's body parts.
6,n02106382,233,34,5,main_object,4.0,Focus is on the face and legs of the dogs.
222,n02106382,233,34,5,main_object,3.0,Focus is on the neck of the dog
234,n02106382,233,34,5,main_object,4.0,The main object is Bouvier des Flandres whose some part got focus.
27,n02106382,233,34,5,main_object,5.0,Images are fully focused on main object's body parts.
238,n02106382,233,34,5,main_object,5.0,Highlighted areas are focused on the neck and chest area of the dog.
121,n02106550,234,1385,1,main_object,5.0,Focus is on nose of Rottweiler
234,n02106550,234,1385,1,main_object,4.0,The main object is Rottweiler whose some part got focus.
136,n02106550,234,1385,1,main_object,4.0,focus is on eyes which is a part of Rottweiler
52,n02106550,234,1385,1,main_object,5.0,focus is on face of Rottweiler.
27,n02106550,234,1385,1,main_object,5.0,All the images are mainly focused on main object's body parts.
79,n02106550,234,220,2,main_object,3.0,focus is on cheek of a Rottweiler
82,n02106550,234,220,2,main_object,4.0,Focus is on the cheeks of the Rottweiler.
121,n02106550,234,220,2,main_object,5.0,Focus is on cheeks of Rottweiler
52,n02106550,234,220,2,main_object,5.0,focus is on face of Rottweiler
27,n02106550,234,220,2,main_object,5.0,All the images are mainly focused on main object's body parts.
63,n02106550,234,1313,3,main_object,5.0,focus is on face which is a part of Rottweiler
27,n02106550,234,1313,3,main_object,5.0,All the images are mainly focused on main object's body parts.
121,n02106550,234,1313,3,main_object,5.0,Focus is on legs and mouth of Rottweiler
142,n02106550,234,1313,3,main_object,5.0,Focus is on the face of the rottweiler.
52,n02106550,234,1313,3,main_object,5.0,focus is on main object Rottweiler.
229,n02106550,234,747,4,main_object,5.0,The focus of the red region in the Highlighted visual attribute is on the face of the rottweiler dogs.
121,n02106550,234,747,4,main_object,5.0,Focus is on face of Rottweiler
27,n02106550,234,747,4,main_object,5.0,All the images are mainly focused on main object's body parts.
52,n02106550,234,747,4,main_object,5.0,focus is face of Rottweiler.
142,n02106550,234,747,4,main_object,5.0,Focus is on the face and nose of the rottweiler.
52,n02106550,234,271,5,main_object,5.0,focus is on face of Rottweiler.
186,n02106550,234,271,5,main_object,5.0,focus is on Rottweiler;s head and body part.
27,n02106550,234,271,5,main_object,5.0,All the images are mainly focused on main object's body parts.
121,n02106550,234,271,5,main_object,5.0,Focus is on mouth of Rottweiler
82,n02106550,234,271,5,main_object,4.0,"Focus is on the nose, under eye and upper jaw of the Rottweiler."
185,n02106662,235,793,1,main_object,3.0,Red focus is on dog.
234,n02106662,235,793,1,main_object,3.0,The main object is German shepherd whose some part got focus.
82,n02106662,235,793,1,main_object,4.0,Focus is on the lower part of the ears of the German shepherd.
184,n02106662,235,793,1,main_object,5.0,focus is on the ears of the german shepherd
138,n02106662,235,793,1,main_object,5.0,focus is on ears which is a part of dogs
82,n02106662,235,684,2,main_object,4.0,Focus is on the stomach and elbows of the German shepherd.
234,n02106662,235,684,2,main_object,4.0,The main object is German shepherd whose some part got focus.
254,n02106662,235,684,2,main_object,4.0,focus on the fur which is part of the dog
138,n02106662,235,684,2,main_object,5.0,focus is on body which is a part of german shapherd
264,n02106662,235,684,2,main_object,4.0,focus is on back/stomach which is a part of dog
138,n02106662,235,2033,3,main_object,5.0,focus is on body which is a part of german dog
82,n02106662,235,2033,3,main_object,4.0,"Focus is on the neck, elbow of the German shepherd."
234,n02106662,235,2033,3,main_object,4.0,The main object is German shepherd whose some part got focus.
52,n02106662,235,2033,3,main_object,4.0,focus is on body of German shepherd
185,n02106662,235,2033,3,main_object,3.0,Red focus is on dog.
184,n02106662,235,1065,4,main_object,3.0,focus is on the snout of the dog.
185,n02106662,235,1065,4,main_object,3.0,Red focus is on dogs.
138,n02106662,235,1065,4,main_object,5.0,focus is on body and ears which is a part of german shepherd
234,n02106662,235,1065,4,main_object,4.0,The main object is German shepherd whose some part got focus.
52,n02106662,235,1065,4,main_object,4.0,focus is on face of German shepherd
107,n02106662,235,303,5,main_object,4.0,"Focus is on face of the main object German shepherd, German shepherd dog, German police dog, alsatian"
52,n02106662,235,303,5,main_object,4.0,focus is on eyes of German shepherd
234,n02106662,235,303,5,main_object,4.0,The main object is German shepherd whose some part got focus.
138,n02106662,235,303,5,main_object,5.0,focus is on face which is a part of german shepherd
264,n02106662,235,303,5,main_object,4.0,focus is on eyes which is a part of dog
82,n02107142,236,1385,1,main_object,4.0,Focus is on the cheeks of the Doberman.
52,n02107142,236,1385,1,main_object,4.0,focus is on face and body of Doberman
234,n02107142,236,1385,1,main_object,4.0,The main obect is Doberman whose some part got focus.
27,n02107142,236,1385,1,main_object,5.0,All the images are mainly focused on main object's body parts.
22,n02107142,236,1385,1,main_object,4.0,focus is on  cheeks part of the doberman
52,n02107142,236,1313,2,main_object,4.0,focus is on body and face of  Doberman
234,n02107142,236,1313,2,main_object,4.0,The main obect is Doberman whose some part got focus.
142,n02107142,236,1313,2,main_object,5.0,Focus is on the face and legs of the Doberman.
229,n02107142,236,1313,2,main_object,5.0,The focus of the red region in the Highlighted visual attributes is on doberman
82,n02107142,236,1313,2,main_object,4.0,Focus is on the forelimbs of the Doberman.
142,n02107142,236,220,3,main_object,5.0,Focus is on the face of the Doberman.
82,n02107142,236,220,3,main_object,4.0,Focus is on the cheeks of the American alligator.
52,n02107142,236,220,3,main_object,4.0,focus is on face of Doberman
136,n02107142,236,220,3,main_object,4.0,focus is on mouth which is a part of Doberman
186,n02107142,236,220,3,main_object,5.0,focus is on mouth and  body part of  Doberman pinscher.
52,n02107142,236,747,4,main_object,4.0,focus is on face of Doberman
121,n02107142,236,747,4,main_object,5.0,Focus is on the face of Doberman
229,n02107142,236,747,4,main_object,5.0,The focus of the red region in the Highlighted visual attributes is on doberman dog.
188,n02107142,236,747,4,main_object,5.0,Focus is on neck which is a part of Doberman
234,n02107142,236,747,4,main_object,4.0,The main obect is Doberman whose some part got focus.
63,n02107142,236,1634,5,main_object,5.0,focus is on the part of the body of Doberman pinscher
52,n02107142,236,1634,5,separate_object,4.0,focus is on collar of dog that are not a part of Doberman
121,n02107142,236,1634,5,separate_object,5.0,Focus is on neck chain which is not part of Doberman
234,n02107142,236,1634,5,main_object,4.0,The main obect is Doberman whose some part got focus.
88,n02107142,236,1634,5,separate_object,4.0,Focus is on collar which is not part of doberman or in its background
186,n02107312,237,1385,1,main_object,5.0,"focus is on main body part head ,mouth  and eye of miniature pinscher."
63,n02107312,237,1385,1,main_object,5.0,focus is on the face of miniature pinscher
27,n02107312,237,1385,1,main_object,5.0,"All the images are mainly focused on main object's body parts like nose, eyes, mouth."
152,n02107312,237,1385,1,main_object,3.0,focus is on the face of the dog
52,n02107312,237,1385,1,main_object,4.0,focus is on face of miniature pinscher
52,n02107312,237,1313,2,main_object,4.0,focus is on face of miniature pinscher
88,n02107312,237,1313,2,main_object,3.0,Focus is on cheek which is a part of miniature pinscher
234,n02107312,237,1313,2,main_object,4.0,The main obect is miniature pinscher whose some part got focus.
233,n02107312,237,1313,2,main_object,2.0,Focus is on the dog
82,n02107312,237,1313,2,main_object,4.0,Focus is on the cheeks of the miniature pinscher.
52,n02107312,237,220,3,main_object,4.0,focus is on face of miniature pinscher
234,n02107312,237,220,3,main_object,4.0,The main obect is miniature pinscher whose some part got focus.
82,n02107312,237,220,3,main_object,4.0,Focus is on the cheeks and place around eyes of the miniature pinscher.
22,n02107312,237,220,3,main_object,4.0,focus is on part of the miniature pinscher
229,n02107312,237,220,3,main_object,5.0,The focus of the red region in the Highlighted visual attributes is on miniature pinscher dogs.
142,n02107312,237,747,4,main_object,5.0,Focus is on the face and neck of the miniature pinscher.
234,n02107312,237,747,4,main_object,4.0,The main obect is miniature pinscher whose some part got focus.
27,n02107312,237,747,4,main_object,5.0,All the images are mainly focused on main object's body parts.
121,n02107312,237,747,4,main_object,5.0,Focus is on the face of miniature pinscher
52,n02107312,237,747,4,main_object,4.0,focus is on face and body of miniature pinscher
52,n02107312,237,964,5,main_object,4.0,focus is on face of miniature pinscher
136,n02107312,237,964,5,main_object,3.0,focus is on eyes which is a part of miniature pinscher
88,n02107312,237,964,5,main_object,3.0,Focus is on eyes which are part of miniature pinscher
229,n02107312,237,964,5,main_object,5.0,The focus of the red region in the Highlighted visual attributes is on the face of the dog.
188,n02107312,237,964,5,main_object,5.0,Focus is on eyes which is a part miniature pinscher
264,n02107574,238,1385,1,main_object,4.0,focus is on eye/legs which is a part of dog
213,n02107574,238,1385,1,main_object,5.0,The focus is on the Greater Swiss Mountain dog's cheeks.
82,n02107574,238,1385,1,main_object,4.0,Focus is on the cheeks of the Greater Swiss Mountain dog.
121,n02107574,238,1385,1,main_object,5.0,Focus is on cheeks and legs of Greater Swiss Mountain dog
234,n02107574,238,1385,1,main_object,4.0,The main object is Greater Swiss Mountain dog whose some part got focus.
188,n02107574,238,1287,2,main_object,5.0,Focus is on forecheast which is a part of Greater Swiss Mountain dog
107,n02107574,238,1287,2,main_object,4.0,"Focus is on some part of the main object Greater Swiss Mountain dog,face and neck part are fully focus."
82,n02107574,238,1287,2,main_object,4.0,Focus is on the face and the elbow of the Greater Swiss Mountain dog.
84,n02107574,238,1287,2,main_object,4.0,focus is on dog  which is a part of Greater Swiss Mountain dog breed
52,n02107574,238,1287,2,main_object,4.0,focus is on body of Greater Swiss Mountain dog
234,n02107574,238,1313,3,main_object,4.0,The main object is Greater Swiss Mountain dog whose some part got focus.
107,n02107574,238,1313,3,main_object,4.0,Focus is on some part of the main object Greater Swiss Mountain dog face and legs are mainly focus/
121,n02107574,238,1313,3,main_object,5.0,Focus is on cheeks and legs of Greater Swiss Mountain dog
52,n02107574,238,1313,3,main_object,4.0,focus is on top of Greater Swiss Mountain dog
213,n02107574,238,1313,3,main_object,5.0,The focus is on the face of the Greater Swiss Mountain dog.
234,n02107574,238,2003,4,main_object,4.0,The main object is Greater Swiss Mountain dog whose some part got focus.
82,n02107574,238,2003,4,main_object,4.0,Focus is on the face of the Greater Swiss Mountain dog.
121,n02107574,238,2003,4,main_object,5.0,Focus is on legs and face of Greater Swiss Mountain dog
63,n02107574,238,2003,4,main_object,5.0,focus is on face which is a part of Greater Swiss Mountain dog
52,n02107574,238,2003,4,main_object,4.0,focus is on body of Greater Swiss Mountain dog
264,n02107574,238,220,5,main_object,4.0,focus is on face which is a part of dog
82,n02107574,238,220,5,main_object,4.0,Focus is on the cheek of the Greater Swiss Mountain dog.
52,n02107574,238,220,5,main_object,4.0,focus is o top of Greater Swiss Mountain dog
121,n02107574,238,220,5,main_object,5.0,Focus is on cheeks of Greater Swiss Mountain dog
107,n02107574,238,220,5,main_object,4.0,Focus is on some part of the main object Greater Swiss Mountain dog face part are mainly focus.
189,n02107683,239,1287,1,main_object,5.0,"Focus is on the face or pattern of the fur, both of which are part of these Bernese mountain dogs"
82,n02107683,239,1287,1,main_object,4.0,The focus is on the front part of the Bernese mountain dog.
65,n02107683,239,1287,1,main_object,4.0,focus is on faces or chests of dogs
27,n02107683,239,1287,1,main_object,5.0,All the images are mainly focused on main object's body parts.
121,n02107683,239,1287,1,main_object,5.0,Focus is on the body of the Bernese mountain dog
63,n02107683,239,1385,2,main_object,5.0,"Highlighted visual attributes is on main object, dogs face"
82,n02107683,239,1385,2,main_object,4.0,The focus is on the cheek and the eye of the Bernese mountain dog.
27,n02107683,239,1385,2,main_object,5.0,All the images are mainly focused on main object's body parts.
88,n02107683,239,1385,2,main_object,2.0,The focus is on cheek which is a part of bernese mountain dog
65,n02107683,239,1385,2,main_object,4.0,focus is on various parts of dog
52,n02107683,239,1313,3,main_object,4.0,focus is on mouth of Bernese mountain dog
82,n02107683,239,1313,3,main_object,3.0,"The focus is on first image is the upper part of one of the eyes and cheek. In the second image the focus is on the eye and the overlapped between the legs and the ground of the Bernese mountain dog. In the third, fourth and the fifth image the focus is on the cheek of the Bernese mountain dog."
88,n02107683,239,1313,3,main_object,2.0,The focus is on cheek which is a part of bernese mountain dog
186,n02107683,239,1313,3,main_object,5.0,All five images have focus on some part of main object  Bernese mountain dog.
122,n02107683,239,1313,3,main_object,5.0,Focus is on the facial area of the dog and on the feet in one picture
79,n02107683,239,2003,4,main_object,4.0,focus is on the faces of Bernese mountain dogs
157,n02107683,239,2003,4,main_object,5.0,focus is on the side of the face of these burnese mountain dogs
186,n02107683,239,2003,4,main_object,5.0,All five images have focus om some part of main object Bernese mountain dog.
229,n02107683,239,2003,4,main_object,5.0,The focus of the red region in the Highlighted visual attributes is on the bernese mountain dogs.
167,n02107683,239,2003,4,main_object,4.0,focus on nose of dog
63,n02107683,239,220,5,main_object,5.0,Highlighted visual attributes is on main object Bernese mountain dogs face
122,n02107683,239,220,5,main_object,5.0,"The focus is on the face of the dog, the main object."
27,n02107683,239,220,5,main_object,5.0,All the images are mainly focused on main object's body parts.
88,n02107683,239,220,5,main_object,3.0,The focus is on cheek which is a part of bernese mountain dog
82,n02107683,239,220,5,main_object,4.0,The focus is on the cheeks of the Bernese mountain dog.
189,n02107908,240,1385,1,main_object,5.0,"Focus is on part of body, head, neck or jowls, which are part of the dogs' bodies"
186,n02107908,240,1385,1,main_object,5.0,All five images have focus on some part of main object Appenzeller.
122,n02107908,240,1385,1,main_object,5.0,"The focus was on the face of the dog, the main object."
121,n02107908,240,1385,1,main_object,5.0,Focus is on the skin of the Appenzeller
52,n02107908,240,1385,1,main_object,4.0,focus is on face of Appenzeller (dog)
186,n02107908,240,1287,2,main_object,5.0,All five images have focus on some part of main object  Appenzeller.
121,n02107908,240,1287,2,main_object,5.0,Focus is on the skin of the Appenzeller
184,n02107908,240,1287,2,main_object,3.0,focus is on the torso and face of dogs
84,n02107908,240,1287,2,main_object,5.0,focus is on the mouth of the Appenzeller
52,n02107908,240,1287,2,main_object,4.0,focus is on tongue which is a part of Appenzeller  (dog)
88,n02107908,240,1313,3,main_object,2.0,The focus is on legs which is a part of Appenzeller
186,n02107908,240,1313,3,main_object,5.0,ALL FIVE IMAGE HAVE FOCUS ON  SOME PART OF MAIN OBJECT.
65,n02107908,240,1313,3,main_object,4.0,focus is on feet or faces of dogs
82,n02107908,240,1313,3,main_object,4.0,The focus is on the cheek and the legs of the Appenzeller.
63,n02107908,240,1313,3,main_object,5.0,Highlighted visual attributes is on Appenzeller dog
63,n02107908,240,1023,4,main_object,4.0,"Highlighted visual attributes is on main object that is dogs face, tail and feet"
82,n02107908,240,1023,4,main_object,4.0,Focus is on the left side of the eyes and the part just below from where the tail of the Appenzeller starts.
88,n02107908,240,1023,4,main_object,2.0,The focus is on the tail which is part of the appenzeller
122,n02107908,240,1023,4,main_object,5.0,"The focus was on the face of the dog, the main object."
79,n02107908,240,1023,4,main_object,4.0,"focus is on nose of a dog, focus is on behind of a dog"
52,n02107908,240,2003,5,main_object,4.0,focus is on face which is part of Appenzeller (dog)
82,n02107908,240,2003,5,main_object,4.0,Focus is on the face of the Appenzeller.
22,n02107908,240,2003,5,main_object,4.0,focus is on part of the dog
63,n02107908,240,2003,5,main_object,5.0,Highlighted visual attributes is on Appenzeller dogs
142,n02107908,240,2003,5,main_object,5.0,"Focus is on the face, front side of the face, nose and neck of the Appenzeller, which is the main object."
27,n02108000,241,1385,1,main_object,5.0,All the images are mainly focused on main object's body parts.
233,n02108000,241,1385,1,main_object,2.0,Focus is on the dog
52,n02108000,241,1385,1,main_object,4.0,focus is on face of EntleBucher
142,n02108000,241,1385,1,main_object,5.0,Focus is on the face of the EntleBucher  mountain dog.
63,n02108000,241,1385,1,main_object,5.0,focus is on nose and lower tummy which is a part of EntleBucher
52,n02108000,241,1313,2,main_object,4.0,focus is on face and body of EntleBucher
233,n02108000,241,1313,2,main_object,2.0,Focus is on the dog
142,n02108000,241,1313,2,main_object,5.0,Focus is on the face and limbs of the EntleBucher mountain dog.
234,n02108000,241,1313,2,main_object,4.0,The main object is EntleBucher whose some part got focus.
63,n02108000,241,1313,2,main_object,5.0,focus is on face and legs which is a part  EntleBucher
63,n02108000,241,220,3,main_object,5.0,focus is on cheek and eye which is a part EntleBucher dog
52,n02108000,241,220,3,main_object,4.0,focus is on face of EntleBucher
142,n02108000,241,220,3,main_object,5.0,Focus is on the cheeks and nose of the EntleBucher mountain dog.
234,n02108000,241,220,3,main_object,4.0,The main object is EntleBucher whose some part got focus.
88,n02108000,241,220,3,main_object,3.0,Focus is on cheek which is a part of EntleBucher
27,n02108000,241,1287,4,main_object,5.0,All the images are mainly focused on main object's body parts.
63,n02108000,241,1287,4,main_object,5.0,focus is on nose and its surrounding area which is a part EntleBucher dog
142,n02108000,241,1287,4,main_object,5.0,Focus is on the face and nose of the EntleBucher dog.
52,n02108000,241,1287,4,main_object,4.0,focus on body pf EntleBucher (dog)
234,n02108000,241,1287,4,main_object,4.0,The main object is EntleBucher whose some part got focus.
136,n02108000,241,1023,5,main_object,4.0,focus is on mouth which is a part of EntleBucher
152,n02108000,241,1023,5,main_object,4.0,the focus is on the face of the dog
52,n02108000,241,1023,5,main_object,4.0,focus is on face of EntleBucher
142,n02108000,241,1023,5,main_object,5.0,Focus is on the face of the EntleBucher dog.
234,n02108000,241,1023,5,main_object,4.0,The main object is EntleBucher whose some part got focus.
63,n02108089,242,303,1,main_object,5.0,Highlighted visual attributes is on face of boxer dog
186,n02108089,242,303,1,main_object,5.0,All five images have focus on some part of main object  boxer .
79,n02108089,242,303,1,main_object,4.0,focus is on eyes of a boxer dog
142,n02108089,242,303,1,main_object,5.0,"Focus is on the mouth, nose, eyes and head of the boxer dog."
82,n02108089,242,303,1,main_object,4.0,Focus is on the eyes of the boxer.
143,n02108089,242,1708,2,main_object,5.0,focus is on the dog's belly
63,n02108089,242,1708,2,main_object,5.0,Highlighted visual attributes is on boxer dog
27,n02108089,242,1708,2,main_object,5.0,All the images are mainly focused on main object's body parts.
79,n02108089,242,1708,2,main_object,4.0,"focus is on back of a dog, focus is on neck of a dog"
65,n02108089,242,1708,2,main_object,4.0,focus is on chest of dog
82,n02108089,242,404,3,main_object,4.0,The focus is on nose which is the part of the boxer.
79,n02108089,242,404,3,main_object,5.0,focus is on nose of a dog
52,n02108089,242,404,3,main_object,4.0,focus is on nose which is a part of boxer(dog)
63,n02108089,242,404,3,main_object,5.0,Highlighted visual attributes is on nose area of boxer dog
88,n02108089,242,404,3,main_object,4.0,The focus is on nose which is a part of boxer
65,n02108089,242,3,4,main_object,4.0,focus is mainly on eyes of dog
27,n02108089,242,3,4,main_object,5.0,Most of the images are mainly focused on main object's body parts.
82,n02108089,242,3,4,main_object,3.0,The focus is on the eyes of the boxer.
63,n02108089,242,3,4,main_object,5.0,Highlighted visual attributes is on boxer dog
189,n02108089,242,3,4,main_object,4.0,"Focus is on jowls, eyes or legs, which are part of the boxer."
82,n02108089,242,1634,5,main_object,4.0,"The first image is focused on the both sides of the eyes. In the second, third, fourth and the fifth image the focus is on the neck."
121,n02108089,242,1634,5,separate_object,5.0,Belt is not part of Boxer
65,n02108089,242,1634,5,separate_object,2.0,focus is on collar which is on dog but not always on a dog
88,n02108089,242,1634,5,separate_object,3.0,The focus is on the collar which is not part of the boxer
27,n02108089,242,1634,5,main_object,5.0,All the images are mainly focused on main object's body parts.
52,n02108422,243,303,1,main_object,4.0,focus is on eyes of bull mastiff
234,n02108422,243,303,1,main_object,4.0,The main object is bull mastiff whose some part got focus.
185,n02108422,243,303,1,main_object,3.0,Red focus is on dog.
213,n02108422,243,303,1,main_object,4.0,Focus is on the eyes of the mastiff bull.
82,n02108422,243,303,1,main_object,4.0,Focus is on the eyes and area around the eyes of the bull mastiff.
82,n02108422,243,3,2,main_object,4.0,Focus is on the various parts of the face of the bull mastiff.
63,n02108422,243,3,2,main_object,5.0,focus is on nose which is a part of bull mastiff
234,n02108422,243,3,2,main_object,4.0,The main object is bull mastiff whose some part got focus.
52,n02108422,243,3,2,main_object,4.0,focus is on face of  bull mastiff
185,n02108422,243,3,2,main_object,4.0,Red focus is on dog.
185,n02108422,243,404,3,main_object,3.0,Red focus is on dog.
52,n02108422,243,404,3,main_object,4.0,focus is on nose of bull mastiff
63,n02108422,243,404,3,main_object,5.0,focus is on nose which is a part of bull mastiff
82,n02108422,243,404,3,main_object,4.0,Focus is on the flew (lip) of the bull mastiff.
234,n02108422,243,404,3,main_object,4.0,The main object is bull mastiff whose some part got focus.
234,n02108422,243,1634,4,main_object,4.0,The main object is bull mastiff whose some part got focus.
52,n02108422,243,1634,4,main_object,4.0,focus is on chest of bull mastiff
82,n02108422,243,1634,4,main_object,4.0,Focus is on the throat of the bull mastiff.
63,n02108422,243,1634,4,main_object,5.0,focus is on neck which is a part of bull mastiff
213,n02108422,243,1634,4,main_object,5.0,Focus is on the mastiff bull's neck.
52,n02108422,243,1708,5,main_object,4.0,focus is on body and face of bull mastiff
234,n02108422,243,1708,5,main_object,4.0,The main object is bull mastiff whose some part got focus.
121,n02108422,243,1708,5,main_object,5.0,Focus is on nose and body of bull mastiff
185,n02108422,243,1708,5,main_object,3.0,Red focus is on dog.
82,n02108422,243,1708,5,main_object,4.0,Focus is on the face and the body parts of the bull mastiff.
234,n02108551,244,1385,1,main_object,4.0,The main obect is Tibetan mastiff whose some part got focus.
63,n02108551,244,1385,1,main_object,5.0,focus is on the part of the body of Tibetan mastiff
136,n02108551,244,1385,1,main_object,4.0,focus is on face which is a part of Tibetan mastiff
121,n02108551,244,1385,1,main_object,5.0,Focus is on the eyes of Tibetan mastiff
52,n02108551,244,1385,1,main_object,5.0,Focus is on some part of the main object Tibetan mastiff.
79,n02108551,244,1065,2,main_object,3.0,focus is on body of a Tibetan mastiff
136,n02108551,244,1065,2,main_object,4.0,focus is on hairs which is a part of Tibetan mastiff
229,n02108551,244,1065,2,main_object,5.0,The focus of the red region in the Highlighted visual attributes is on tibetan mastiff dog.
22,n02108551,244,1065,2,main_object,3.0,focus is on neck part of the tibetan mastiff
142,n02108551,244,1065,2,main_object,5.0,Focus is on the face and neck of the Tibetan mastiff.
138,n02108551,244,542,3,main_object,5.0,focus is on eyes which is a part of tibetan mastiff
142,n02108551,244,542,3,main_object,5.0,Focus is on the face of the Tibetan mastiff.
63,n02108551,244,542,3,main_object,5.0,focus is on the face of Tibetan mastiff
52,n02108551,244,542,3,main_object,5.0,Focus is on some part of the  Tibetan mastiff
84,n02108551,244,542,3,main_object,5.0,focus is on eyes which is a part of Tibetan mastiff
136,n02108551,244,1313,4,main_object,4.0,focus is on nose which is a part of Tibetan mastiff
142,n02108551,244,1313,4,main_object,5.0,Focus is on the face of the Tibetan mastiff.
63,n02108551,244,1313,4,main_object,5.0,focus is on the face of Tibetan mastiff dog
52,n02108551,244,1313,4,main_object,5.0,Focus is on some part of the main object Tibetan mastiff.
234,n02108551,244,1313,4,main_object,4.0,The main obect is Tibetan mastiff whose some part got focus.
63,n02108551,244,271,5,main_object,5.0,focus is on nose which is a part of Tibetan mastiff
121,n02108551,244,271,5,main_object,5.0,Focus is on the face of Tibetan mastiff
52,n02108551,244,271,5,main_object,5.0,Focus is on some part of the main object Tibetan mastiff.
88,n02108551,244,271,5,main_object,3.0,Focus is on nose which is a part of Tibetan mastiff
136,n02108551,244,271,5,main_object,4.0,focus is on mouth which is a part of Tibetan mastiff
213,n02108915,245,1708,1,main_object,5.0,Focus is on the French bulldog's face.
189,n02108915,245,1708,1,main_object,5.0,"focus is on mouth, jowls or neck of French bulldog"
264,n02108915,245,1708,1,main_object,4.0,focus is on nose which is a part of dog
52,n02108915,245,1708,1,main_object,4.0,focus is on face of  French bulldog
107,n02108915,245,1708,1,main_object,4.0,Focus is on French bulldog mouth part
82,n02108915,245,793,2,main_object,4.0,Focus is on the ears and forehead of the French bulldog.
52,n02108915,245,793,2,main_object,4.0,focus is on ears of French bulldog
234,n02108915,245,793,2,main_object,4.0,The main object is French bulldog whose some part got focus.
264,n02108915,245,793,2,main_object,4.0,focus is on ears  which is a part of dog
188,n02108915,245,793,2,main_object,5.0,Focus is on ear's which is a part of French bulldog
82,n02108915,245,404,3,main_object,4.0,Focus is on the tip of the nose of the French bulldog.
264,n02108915,245,404,3,main_object,4.0,focus is on nose which is a part of dog
107,n02108915,245,404,3,main_object,4.0,Focus is on some part of the main object French bulldog nose are mainly focus.
100,n02108915,245,404,3,main_object,4.0,Focus is on nose which is a part of French bulldog.. this part is highlighted shown in above image.
213,n02108915,245,404,3,main_object,5.0,Focus is on the French bulldog's muzzle.
121,n02108915,245,988,4,main_object,5.0,Focus is on nose of French bulldog
52,n02108915,245,988,4,main_object,4.0,focus is on  nose of French bulldog
234,n02108915,245,988,4,main_object,4.0,The main object is French bulldog whose some part got focus.
107,n02108915,245,988,4,main_object,4.0,Focus is on some part of the main object French bulldog. nose part are mainly focus.
82,n02108915,245,988,4,main_object,4.0,Focus is on the tip of the nose of the French bulldog.
19,n02108915,245,3,5,main_object,5.0,The focus is on the nose and face of the bulldog.
52,n02108915,245,3,5,main_object,4.0,focus is on face of  French bulldog
107,n02108915,245,3,5,main_object,5.0,Focus is on the face of the French bulldog
234,n02108915,245,3,5,main_object,4.0,The main object is French bulldog whose some part got focus.
82,n02108915,245,3,5,main_object,4.0,Focus is on the eyes and cheeks of the French bulldog.
234,n02109047,246,103,1,main_object,4.0,The main object is Great Dane whose some part got focus.
52,n02109047,246,103,1,main_object,4.0,focus is on legs of Great Dane
82,n02109047,246,103,1,main_object,4.0,"Focus is on the elbow, thighs of the Great Dane."
121,n02109047,246,103,1,main_object,5.0,Focus is on thighs of Great Dane
185,n02109047,246,103,1,main_object,3.0,Red focus is on dog.
52,n02109047,246,3,2,main_object,4.0,focus is on body and face of Great Dane
82,n02109047,246,3,2,main_object,4.0,Focus is on the various parts of the face of the Great Dane.
234,n02109047,246,3,2,main_object,4.0,The main object is Great Dane whose some part got focus.
185,n02109047,246,3,2,main_object,3.0,Red focus is on dog.
23,n02109047,246,3,2,main_object,5.0,focus is on body parts of Great Dane
142,n02109047,246,1634,3,main_object,5.0,Focus is on the neck of the Great Dane.
63,n02109047,246,1634,3,main_object,5.0,focus is on neck which is a part of Great Dane
121,n02109047,246,1634,3,separate_object,5.0,Focus is on belt which is not part of Great Dane
52,n02109047,246,1634,3,separate_object,4.0,focus is on collar that are not a part of Great Dane r its background
